Application,Buyer_Name,Headquarters_Location,Manufacturing_Locations,Contact_Information,Website,Review_Score,Annual_Volume_kg,Annual_Revenue_USD,Established_Year,Employee_Count,Procurement_Contact,Required_Certifications,Typical_Lead_Time_Days,Payment_Terms,Contract_Duration_Months,Quality_Standards,Sustainability_Commitment,Supply_Chain_Tier,Recent_Growth_Rate
Neural interface sensors,CTRL-labs (Meta Reality Labs),"New York, New York, USA","New York (USA), Seattle (USA), Menlo Park (USA)",procurement@fb.com,www.facebook.com/reality-labs,4.6,320,"$2,500,000,000",2015,450,"Andrew Bosworth, +1-650-543-4800","ISO 9001, ISO 13485",45,"Net 45",12,"ISO 9001:2015, ISO 13485:2016","Meta Responsible Innovation, Sustainable technology roadmap",1,28.5%
Neural interface sensors,BrainCo,"Somerville, Massachusetts, USA","Somerville (USA), Beijing (China), Hong Kong (China)",procurement@brainco.tech,www.brainco.tech,4.2,85,"$34,000,000",2015,50,"Max Newlon, +1-617-945-1590","ISO 13485",30,"Net 30",6,"ISO 13485:2016","Energy efficient neural interfaces, Sustainable materials focus",2,41.3%
Neural interface sensors,Kernel,"Los Angeles, California, USA","Los Angeles (USA), San Francisco (USA)",procurement@kernel.com,www.kernel.com,4.3,120,"$225,000,000",2016,85,"Bryan Johnson, +1-310-526-5870","ISO 13485, ISO 9001",30,"Net 30",12,"ISO 13485:2016, ISO 9001:2015","Low-impact manufacturing, Responsible neurotechnology framework",2,36.8%
Neural interface sensors,INBRAIN Neuroelectronics,"Barcelona, Spain","Barcelona (Spain), Grenoble (France), Munich (Germany)",procurement@inbrain-neuroelectronics.com,www.inbrain-neuroelectronics.com,4.1,65,"$23,000,000",2019,45,"Carolina Aguilar, +34-93-737-4150","ISO 13485",30,"Net 30",6,"ISO 13485:2016","Graphene energy efficiency, Sustainable materials sourcing",2,52.7%
Neural interface sensors,G.TEC Medical Engineering,"Schiedlberg, Austria","Schiedlberg (Austria), New York (USA), Hong Kong (China)",procurement@gtec.at,www.gtec.at,4.4,110,"$38,000,000",1999,85,"Dr. Christoph Guger, +43-7251-22240","ISO 13485, ISO 9001",30,"Net 30",12,"ISO 13485:2016, ISO 9001:2015","Sustainable lab practices, Energy efficient electronics",1,14.8%
Neural interface sensors,NeuroSky,"San Jose, California, USA","San Jose (USA), Hong Kong (China), Tokyo (Japan), Taipei (Taiwan)",procurement@neurosky.com,www.neurosky.com,4.2,75,"$27,000,000",2004,60,"Stanley Yang, +1-408-600-0129","ISO 9001, ISO 13485",30,"Net 30",12,"ISO 9001:2015, ISO 13485:2016","Green electronics initiative, Low-power consumption focus",2,12.5%
Neural interface sensors,Synchron,"New York, New York, USA","New York (USA), Campbell (USA), Melbourne (Australia)",procurement@synchron.com,www.synchron.com,4.3,85,"$145,000,000",2016,70,"Thomas Oxley, +1-917-512-3000","ISO 13485, FDA GMP",30,"Net 30",12,"ISO 13485:2016, FDA 21 CFR 820","Minimally invasive tech, Sustainable supply chain",2,37.2%
Neural interface sensors,Emotiv,"San Francisco, California, USA","San Francisco (USA), Sydney (Australia), Hanoi (Vietnam)",procurement@emotiv.com,www.emotiv.com,4.2,70,"$48,000,000",2011,95,"Tan Le, +1-415-399-9900","ISO 13485, ISO 9001",30,"Net 30",12,"ISO 13485:2016, ISO 9001:2015","Green packaging initiative, Recycling program",2,18.9%
Self-healing electronic skins,BAE Systems Advanced Electronics,"Rochester, UK","Rochester (UK), Austin (USA), Manchester (UK), Sydney (Australia)",procurement@baesystems-electronics.com,www.baesystems.com/electronics,4.7,380,"$24,300,000,000",1999,90500,"Charles Woodburn, +44-1634-204-000","AS9100D, ISO 9001, MIL-STD-883",60,"Net 60",24,"AS9100D, MIL-STD-883K","Net Zero 2030 strategy, Circular product design",1,5.8%
Self-healing electronic skins,Battelle Memorial Institute,"Columbus, Ohio, USA","Columbus (USA), Aberdeen (USA), Arlington (USA)",procurement@battelle.org,www.battelle.org,4.6,320,"$7,500,000,000",1929,22000,"Lewis Von Thaer, +1-614-424-6424","ISO 9001, MIL-STD-883",45,"Net 45",12,"ISO 9001:2015, MIL-STD-883K","Sustainability program, Waste reduction initiative",1,6.7%
Self-healing electronic skins,Lockheed Martin Advanced Materials,"Bethesda, Maryland, USA","Bethesda (USA), Orlando (USA), Fort Worth (USA), Sunnyvale (USA)",advanced.materials@lmco.com,www.lockheedmartin.com,4.8,450,"$65,400,000,000",1995,114000,"James Taiclet, +1-301-897-6000","AS9100D, MIL-STD-883",60,"Net 60",24,"AS9100D, MIL-STD-883K","Net Zero 2040, Science Based Targets initiative",1,4.5%"
Self-healing electronic skins,Holst Centre,"Eindhoven, Netherlands","Eindhoven (Netherlands), Leuven (Belgium)",procurement@holstcentre.com,www.holstcentre.com,4.5,180,"$72,000,000",2005,250,"Ton van Mol, +31-40-402-0400","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Sustainable electronics roadmap, Circular innovation model",1,14.3%
Self-healing electronic skins,Holst Centre,"Eindhoven, Netherlands","Eindhoven (Netherlands), Leuven (Belgium)",procurement@holstcentre.com,www.holstcentre.com,4.5,180,"$72,000,000",2005,250,"Ton van Mol, +31-40-402-0400","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Sustainable electronics roadmap, Circular innovation model",1,14.3%
Self-healing electronic skins,Harvard University SEAS,"Cambridge, Massachusetts, USA","Cambridge (USA), Allston (USA)",procurement@seas.harvard.edu,www.seas.harvard.edu,4.9,85,"$157,000,000",1847,120,"Prof. Frank Doyle, +1-617-495-2800","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Harvard sustainability plan, Green labs certification",1,7.2%
Self-healing electronic skins,Xerox PARC,"Palo Alto, California, USA","Palo Alto (USA), Webster (USA), Bangalore (India)",procurement@parc.com,www.parc.com,4.6,110,"$1,100,000,000",1970,220,"Naresh Shanker, +1-650-812-4000","ISO 9001, ISO 14001",45,"Net 45",12,"ISO 9001:2015, ISO 14001","Xerox sustainability roadmap, Circularity framework",1,8.4%
Self-healing electronic skins,Mitsubishi Electric Research Labs,"Cambridge, Massachusetts, USA","Cambridge (USA), Tokyo (Japan), Osaka (Japan)",procurement@merl.com,www.merl.com,4.5,180,"$41,400,000,000",1991,145000,"Richard C. Waters, +1-617-621-7500","ISO 9001, ISO 14001",45,"Net 45",12,"ISO 9001:2015, ISO 14001","Environmental Vision 2050, Sustainable manufacturing",1,3.8%
Self-healing electronic skins,Stanford University Materials Science,"Stanford, California, USA","Stanford (USA), Palo Alto (USA)",procurement@stanford.edu,mse.stanford.edu,4.9,75,"$125,000,000",1925,85,"Prof. Paul McIntyre, +1-650-723-4007","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Stanford sustainable labs, Zero waste program",1,5.5%
Self-healing electronic skins,University of Illinois Advanced Materials Research,"Urbana, Illinois, USA","Urbana (USA), Champaign (USA)",procurement@matse.illinois.edu,matse.illinois.edu,4.8,65,"$95,000,000",1945,120,"Prof. Nancy Sottos, +1-217-333-1041","ISO 9001",30,"Net 30",6,"ISO 9001:2015","Illinois Campus Sustainability Plan, Green materials initiative",1,11.8%
Self-healing electronic skins,Centre for Advanced 2D Materials,"Singapore","Singapore, NUS campus",procurement@ca2dm.nus.edu.sg,www.2dmateria.ls.nus.edu.sg,4.7,90,"$68,000,000",2014,85,"Prof. Antonio Castro Neto, +65-6516-6900","ISO 9001, ISO 14001",30,"Net 30",12,"ISO 9001:2015, ISO 14001","NUS sustainability strategic plan, Green lab certification",1,17.3%
3D germanium photonic crystals,Lumileds Holding B.V.,"Amsterdam, Netherlands","Amsterdam (Netherlands), San Jose (USA), Singapore, Penang (Malaysia)",procurement@lumileds.com,www.lumileds.com,4.6,280,"$1,800,000,000",2015,8500,"Jon Orr, +31-20-754-9000","ISO 9001, IATF 16949",45,"Net 45",12,"ISO 9001:2015, IATF 16949:2016","Sustainable manufacturing program, Emission reduction initiatives",1,7.9%
3D germanium photonic crystals,NTT Research,"Sunnyvale, California, USA","Sunnyvale (USA), Tokyo (Japan)",procurement@ntt-research.com,www.ntt-research.com,4.7,95,"$500,000,000",2019,50,"Kazuhiro Gomi, +1-650-897-9300","ISO 9001",30,"Net 30",12,"ISO 9001:2015","NTT Group Environmental Vision, Carbon neutrality by 2040",1,12.8%
3D germanium photonic crystals,Photonic Systems Group (MIT),"Cambridge, Massachusetts, USA","Cambridge (USA)",photonics-procurement@mit.edu,www.rle.mit.edu/photonicsystems,4.9,65,"$95,000,000",1976,60,"Prof. Rajeev Ram, +1-617-253-3641","ISO 9001",30,"Net 30",12,"ISO 9001:2015","MIT Climate Action Plan, Sustainable labs initiative",1,8.5%
3D germanium photonic crystals,IMEC Photonics,"Leuven, Belgium","Leuven (Belgium), Eindhoven (Netherlands), Shanghai (China)",photonics-procurement@imec.be,www.imec-int.com/photonics,4.8,210,"$680,000,000",1984,4500,"Luc Van den hove, +32-16-28-1211","ISO 9001, ISO 14001",45,"Net 45",12,"ISO 9001:2015, ISO 14001","IMEC sustainability program, Energy efficiency roadmap",1,9.7%
3D germanium photonic crystals,Fujitsu Laboratories,"Kawasaki, Japan","Kawasaki (Japan), Sunnyvale (USA), Beijing (China)",procurement@jp.fujitsu.com,www.fujitsu.com/jp/group/labs/en,4.6,280,"$36,800,000,000",1968,126400,"Takahito Tokita, +81-44-754-2635","ISO 9001, ISO 14001",45,"Net 45",12,"ISO 9001:2015, ISO 14001","Fujitsu Climate and Energy Vision, Carbon neutrality by 2050",1,4.3%
3D germanium photonic crystals,University of Toronto Photonics,"Toronto, Ontario, Canada","Toronto (Canada)",photonics.procurement@utoronto.ca,www.light.utoronto.ca,4.7,55,"$72,000,000",1985,45,"Prof. Joyce Poon, +1-416-946-8500","ISO 9001",30,"Net 30",6,"ISO 9001:2015","Low Carbon Action Plan, Green labs certification",1,11.2%
3D germanium photonic crystals,Hewlett Packard Labs,"Palo Alto, California, USA","Palo Alto (USA), Bristol (UK), Fort Collins (USA)",hpl-procurement@hpe.com,www.labs.hpe.com,4.5,180,"$28,500,000,000",1966,60000,"Antonio Neri, +1-650-857-1501","ISO 9001, ISO 14001",45,"Net 45",12,"ISO 9001:2015, ISO 14001","Living Progress sustainability framework, Circular economy principles",1,6.8%
3D germanium photonic crystals,Nanyang Technological University,"Singapore","Singapore",optical-procurement@ntu.edu.sg,www.ntu.edu.sg/spms/research/optical-electronics,4.8,75,"$110,000,000",1981,8500,"Prof. Nikolay Zheludev, +65-6790-4500","ISO 9001",30,"Net 30",12,"ISO 9001:2015","NTU sustainability manifesto, EcoCampus initiative",1,13.6%
3D germanium photonic crystals,Nokia Bell Labs,"Murray Hill, New Jersey, USA","Murray Hill (USA), Cambridge (UK), Stuttgart (Germany), Espoo (Finland)",procurement@bell-labs.com,www.bell-labs.com,4.7,250,"$22,500,000,000",1925,98322,"Marcus Weldon, +1-908-582-3000","ISO 9001, ISO 14001, TL 9000",45,"Net 45",12,"ISO 9001:2015, TL 9000, ISO 14001","Nokia People & Planet sustainability strategy, Zero emission target",1,5.2%
3D germanium photonic crystals,Australian National University Photonics,"Canberra, Australia","Canberra (Australia)",photonics-procurement@anu.edu.au,photonics.anu.edu.au,4.7,60,"$85,000,000",1946,40,"Prof. Dragomir Neshev, +61-2-6125-9558","ISO 9001",30,"Net 30",12,"ISO 9001:2015","ANU Below Zero Initiative, Sustainable laboratories certification",1,14.5%
Quantum memory nodes,IBM Quantum,"Armonk, New York, USA","Armonk (USA), Yorktown Heights (USA), Zurich (Switzerland), Tokyo (Japan)",quantum-procurement@ibm.com,www.ibm.com/quantum-computing,4.8,320,"$73,600,000,000",2016,3500,"Dr. Jay Gambetta, +1-914-499-1900","ISO 9001, ISO 14001",45,"Net 45",12,"ISO 9001:2015, ISO 14001","IBM Environmental Affairs, Carbon neutral by 2030",1,12.3%
Quantum memory nodes,Google Quantum AI,"Mountain View, California, USA","Mountain View (USA), Santa Barbara (USA), London (UK), Zurich (Switzerland)",quantum-procurement@google.com,quantumai.google,4.9,290,"$1,800,000,000",2014,250,"Hartmut Neven, +1-650-253-0000","ISO 9001, ISO 14001",45,"Net 45",12,"ISO 9001:2015, ISO 14001","Google Sustainability, Carbon-free by 2030",1,18.7%
Quantum memory nodes,Rigetti Computing,"Berkeley, California, USA","Berkeley (USA), Fremont (USA), London (UK)",procurement@rigetti.com,www.rigetti.com,4.5,90,"$145,000,000",2013,160,"Chad Rigetti, +1-510-210-5550","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Sustainable quantum roadmap, Resource efficiency program",2,37.2%
Quantum memory nodes,Xanadu,"Toronto, Ontario, Canada","Toronto (Canada), Vancouver (Canada)",procurement@xanadu.ai,www.xanadu.ai,4.6,85,"$125,000,000",2016,80,"Christian Weedbrook, +1-416-861-0111","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Clean energy computing, Energy efficient quantum systems",2,48.5%
Quantum memory nodes,IonQ,"College Park, Maryland, USA","College Park (USA), Seattle (USA), Durham (USA)",procurement@ionq.com,www.ionq.com,4.7,110,"$150,000,000",2015,125,"Peter Chapman, +1-301-298-8900","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Sustainable ion trap technology, Energy efficient computing",2,42.3%
Quantum memory nodes,PsiQuantum,"Palo Alto, California, USA","Palo Alto (USA), Tucson (USA), Bristol (UK)",procurement@psiquantum.com,www.psiquantum.com,4.6,95,"$665,000,000",2016,150,"Jeremy O'Brien, +1-650-427-8800","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Sustainable materials sourcing, Responsible germanium usage",2,40.5%
Quantum memory nodes,QuTech (TU Delft),"Delft, Netherlands","Delft (Netherlands), Amsterdam (Netherlands)",procurement@qutech.nl,www.qutech.nl,4.8,85,"$95,000,000",2013,220,"Prof. Lieven Vandersypen, +31-15-278-6000","ISO 9001",30,"Net 30",6,"ISO 9001:2015","TU Delft Sustainability Program, Responsible research framework",1,15.8%
Quantum memory nodes,Alpine Quantum Technologies,"Innsbruck, Austria","Innsbruck (Austria), Vienna (Austria)",procurement@aqt.eu,www.aqt.eu,4.4,50,"$42,000,000",2018,40,"Dr. Thomas Monz, +43-512-507-4780","ISO 9001",30,"Net 30",6,"ISO 9001:2015","European Green Deal alignment, Sustainable quantum initiative",2,32.9%
Quantum memory nodes,Toshiba Research Europe,"Cambridge, UK","Cambridge (UK), Bristol (UK), Tokyo (Japan)",quantum-procurement@crl.toshiba.co.uk,www.toshiba.eu/eu/Cambridge-Research-Laboratory,4.7,110,"$3,300,000,000",1991,300,"Andrew Shields, +44-1223-436-900","ISO 9001, ISO 14001",45,"Net 45",12,"ISO 9001:2015, ISO 14001","Toshiba Environmental Future Vision 2050, Carbon neutral operations",1,7.4%
Quantum memory nodes,Q-CTRL,"Sydney, Australia","Sydney (Australia), Los Angeles (USA), Berlin (Germany)",procurement@q-ctrl.com,www.q-ctrl.com,4.5,60,"$45,000,000",2017,60,"Michael Biercuk, +61-2-9036-6900","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Quantum resource efficiency, Sustainable operations plan",2,52.1%
Phononic crystal computing components,Intel Labs,"Santa Clara, California, USA","Santa Clara (USA), Hillsboro (USA), Bangalore (India), Haifa (Israel)",labs-procurement@intel.com,www.intel.com/labs,4.7,350,"$79,000,000,000",1968,121100,"Rich Uhlig, +1-408-765-8080","ISO 9001, ISO 14001",45,"Net 45",12,"ISO 9001:2015, ISO 14001","2030 RISE sustainability goals, Circular economy practices",1,4.2%
Phononic crystal computing components,Lawrence Berkeley National Laboratory,"Berkeley, California, USA","Berkeley (USA)",procurement@lbl.gov,www.lbl.gov,4.9,120,"$1,100,000,000",1931,4200,"Dr. Michael Witherell, +1-510-486-5111","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Energy efficient computing research, Carbon neutrality program",1,7.8%
Phononic crystal computing components,Max Planck Institute for the Science of Light,"Erlangen, Germany","Erlangen (Germany), Munich (Germany)",procurement@mpl.mpg.de,www.mpl.mpg.de,4.8,85,"$210,000,000",2009,300,"Prof. Dr. Florian Marquardt, +49-9131-7133-0","ISO 9001",30,"Net 30",12,"ISO 9001:2015","MPG Sustainability Strategy, Energy efficient lab operations",1,9.3%
Phononic crystal computing components,ORC Southampton University,"Southampton, UK","Southampton (UK)",orc-procurement@soton.ac.uk,www.orc.soton.ac.uk,4.7,65,"$135,000,000",1989,120,"Prof. David Richardson, +44-23-8059-2959","ISO 9001",30,"Net 30",12,"ISO 9001:2015","University sustainability strategy, Carbon management plan",1,11.5%
Phononic crystal computing components,Purdue Quantum Science and Engineering Institute,"West Lafayette, Indiana, USA","West Lafayette (USA)",pqsei-procurement@purdue.edu,www.purdue.edu/quantum,4.8,70,"$105,000,000",2018,75,"Prof. Yong P. Chen, +1-765-494-0947","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Purdue sustainability master plan, Energy efficiency program",1,15.2%
Phononic crystal computing components,Sandia National Laboratories,"Albuquerque, New Mexico, USA","Albuquerque (USA), Livermore (USA)",procurement@sandia.gov,www.sandia.gov,4.8,180,"$3,800,000,000",1949,14000,"Dr. James Peery, +1-505-844-8066","ISO 9001, ISO 14001",45,"Net 45",12,"ISO 9001:2015, ISO 14001","DOE sustainability goals, Responsible sourcing program",1,6.3%
Phononic crystal computing components,Centre for Quantum Technologies (NUS),"Singapore","Singapore",procurement@quantumlah.org,www.quantumlah.org,4.7,90,"$85,000,000",2007,180,"Prof. Artur Ekert, +65-6516-2818","ISO 9001",30,"Net 30",12,"ISO 9001:2015","NUS green labs certification, Sustainable research practices",1,13.7%
Phononic crystal computing components,Agency for Science, Technology and Research (A*STAR),"Singapore",procurement@a-star.edu.sg,www.a-star.edu.sg,4.6,150,"$940,000,000",2002,5800,"Frederick Chew, +65-6826-6111","ISO 9001, ISO 14001",30,"Net 30",12,"ISO 9001:2015, ISO 14001","Singapore Green Plan 2030 alignment, Sustainable R&D practices",1,8.9%
Phononic crystal computing components,Riken Center for Quantum Computing,"Wako, Japan","Wako (Japan), Tokyo (Japan), Kobe (Japan)",procurement@riken.jp,www.riken.jp/en/research/labs/rqc,4.7,130,"$760,000,000",2018,3000,"Dr. Seigo Tarucha, +81-48-462-1111","ISO 9001, ISO 14001",45,"Net 45",12,"ISO 9001:2015, ISO 14001","Riken environmental policy, Green Innovation Initiative",1,10.2%
Phononic crystal computing components,Technical University of Denmark (DTU) Fotonik,"Lyngby, Denmark","Lyngby (Denmark), Copenhagen (Denmark)",procurement@fotonik.dtu.dk,www.fotonik.dtu.dk,4.6,75,"$135,000,000",1829,250,"Prof. Lars-Ulrik Aaen Andersen, +45-4525-6352","ISO 9001, ISO 14001",30,"Net 30",12,"ISO 9001:2015, ISO 14001","DTU sustainability goals, Climate action strategy",1,12.5%
Engineered germanium defects,Princeton University Physics Department,"Princeton, New Jersey, USA","Princeton (USA)",phys-procurement@princeton.edu,www.physics.princeton.edu,4.9,45,"$140,000,000",1746,80,"Prof. Herman Verlinde, +1-609-258-4400","ISO 9001",30,"Net 30",6,"ISO 9001:2015","Princeton sustainability action plan, Zero carbon campus goal",1,9.4%
Engineered germanium defects,Harvard Quantum Initiative,"Cambridge, Massachusetts, USA","Cambridge (USA)",hqi-procurement@harvard.edu,www.quantum.harvard.edu,4.8,50,"$165,000,000",2018,65,"Prof. John Doyle, +1-617-495-2800","ISO 9001",30,"Net 30",6,"ISO 9001:2015","Harvard sustainability plan, Green labs certification",1,11.2%
Engineered germanium defects,CalTech Kavli Nanoscience Institute,"Pasadena, California, USA","Pasadena (USA)",kni-procurement@caltech.edu,www.kni.caltech.edu,4.8,55,"$90,000,000",2004,45,"Prof. Nai-Chang Yeh, +1-626-395-4313","ISO 9001",30,"Net 30",6,"ISO 9001:2015","CalTech sustainability program, Green labs certification",1,13.7%
Engineered germanium defects,Max Planck Institute for Solid State Research,"Stuttgart, Germany","Stuttgart (Germany)",procurement@fkf.mpg.de,www.fkf.mpg.de,4.7,60,"$110,000,000",1969,300,"Prof. Dr. Bernhard Keimer, +49-711-689-0","ISO 9001",30,"Net 30",12,"ISO 9001:2015","MPG Sustainability Strategy, Energy efficient lab operations",1,8.5%
Engineered germanium defects,University of Science and Technology of China,"Hefei, China","Hefei (China), Shanghai (China)",ustcprocurement@ustc.edu.cn,www.en.ustc.edu.cn,4.7,85,"$950,000,000",1958,3500,"Prof. Xinhe Bao, +86-551-6360-1000","ISO 9001",30,"Net 30",12,"ISO 9001:2015","USTC eco-friendly campus initiative, Green scientific research",1,15.3%
